visitorid,recommendation_timestamp,rank_1_itemid,rank_2_itemid,rank_3_itemid,rank_4_itemid,rank_5_itemid,rank_6_itemid,rank_7_itemid,rank_8_itemid,rank_9_itemid,rank_10_itemid,rank_11_itemid,rank_12_itemid,rank_13_itemid,rank_14_itemid,rank_15_itemid,rank_16_itemid,rank_17_itemid,rank_18_itemid,rank_19_itemid,rank_20_itemid
1072685,2015-09-01 03:00:00+00:00,227161,148798,176359,179208,357531,346604,95598,72294,83978,260907,163779,416529,3675,6163,65284,16024,24906,38259,58800,97486
1072760,2015-09-01 03:00:00+00:00,340093,185553,96924,385475,176424,93144,33898,41452,26700,51987,94098,98587,116588,129732,179185,202425,230571,254546,281325,302363
1072961,2015-09-01 03:00:00+00:00,88330,172474,68813,303671,412337,435082,243501,396503,331688,244093,86472,156342,282421,298262,323099,382276,236827,432987,145514,196856
1073622,2015-09-01 03:00:00+00:00,147005,227161,358234,23683,254420,160690,403778,173382,1371,124962,352395,185324,377109,423723,88505,177202,358101,390569,420489,62546
1073809,2015-09-01 03:00:00+00:00,150932,416057,402,836,3347,13376,13453,16645,16887,17781,17946,20603,20890,25218,27733,29282,29894,35908,36452,38015
1073836,2015-09-01 03:00:00+00:00,145721,396735,13422,27483,125421,131616,133250,143601,224166,294215,305132,329110,339771,353320,363598,383752,432644,455898,459302,10094
1073862,2015-09-01 03:00:00+00:00,247909,282298,233734,68000,337257,114698,192569,51448,228909,281467,367480,464985,354676,301020,396336,455240,310318,1164,1761,10413
1073868,2015-09-01 03:00:00+00:00,245822,321712,40140,437165,6946,88642,112099,219000,210507,271145,311333,321110,323186,413604,446154,17733,258087,268772,357844,371965
1073958,2015-09-01 03:00:00+00:00,171609,52262,297484,195328,351165,356898,67383,200691,180807,246702,355553,273338,275692,407703,135974,55418,430057,439371,285687,366451
1074058,2015-09-01 03:00:00+00:00,48552,82454,357626,304326,143595,196670,283213,108895,328535,164649,422879,22119,274205,108366,211088,285724,12356,43055,331878,200660
1074131,2015-09-01 03:00:00+00:00,303941,442064,322744,187662,298495,332960,109054,463250,205952,107861,347012,132890,231181,446908,39946,378219,88682,434789,318131,141911
1074251,2015-09-01 03:00:00+00:00,437490,414049,9018,344388,279110,92899,147954,84707,179185,230571,328546,328786,166798,446248,273756,12381,27734,48129,23001,75857
1074466,2015-09-01 03:00:00+00:00,350960,466109,219933,46023,91698,101883,137767,153432,168944,203462,32823,10935,14656,62077,63338,71888,86297,89821,93595,98990
1074734,2015-09-01 03:00:00+00:00,153625,224184,235224,162491,111484,225257,310578,344862,301595,262051,19476,78862,144365,222417,285563,287184,293865,306948,311433,428000
1074835,2015-09-01 03:00:00+00:00,303828,437722,284721,297411,89044,174815,303715,384394,432478,58638,173504,125318,61469,432925,261979,869,399790,118551,344157,359653
1074888,2015-09-01 03:00:00+00:00,69599,389877,63004,244868,398859,384892,311774,31069,142471,219271,250406,288039,441801,19300,56749,137782,186017,213223,232502,459203
1074908,2015-09-01 03:00:00+00:00,396963,290250,279493,327807,409280,80306,145926,22709,294887,310615,61925,355457,356445,410730,41033,107895,249234,301849,457462,460582
1075126,2015-09-01 03:00:00+00:00,17741,394007,62613,29162,132246,442173,404653,385422,444533,61496,447560,317107,104488,23129,362447,67179,453360,215540,319503,437465
1075403,2015-09-01 03:00:00+00:00,216225,384302,219512,362171,301843,113400,83833,190536,23990,28429,30436,42925,46023,55820,68447,91698,98512,101883,137767,140360
1075537,2015-09-01 03:00:00+00:00,46156,58680,152240,180288,352559,743,102797,329383,396750,422494,333792,460261,146613,456056,44539,125904,129299,124,86282,358306
1076110,2015-09-01 03:00:00+00:00,299649,5191,286070,346956,286062,110310,256668,330559,375458,65529,167817,364427,422200,402,538,836,1874,3347,3710,5024
1076295,2015-09-01 03:00:00+00:00,234857,456005,328696,153374,120728,422356,64305,158641,268335,441836,384157,396042,323735,86282,347530,241149,87069,198594,357844,366993
1076366,2015-09-01 03:00:00+00:00,230455,249980,309568,409604,38623,366993,129725,174394,14630,27760,72627,286636,379083,74090,4305,187348,244783,83833,376203,414359
1076479,2015-09-01 03:00:00+00:00,227893,128602,373225,274986,1214,2405,3058,3637,3701,4388,4547,4682,5389,5611,5626,7205,7291,7466,7876,9420
1076611,2015-09-01 03:00:00+00:00,422702,73913,426361,278132,29602,65458,113656,162884,410249,275945,309543,52276,128049,71162,170492,429034,382678,38954,270430,196540
1076721,2015-09-01 03:00:00+00:00,138758,455319,223741,190347,203680,425593,6133,10935,11475,12752,13393,14656,14866,15230,21095,21335,25274,25281,27922,30627
1076731,2015-09-01 03:00:00+00:00,286171,6022,20878,53452,112794,118221,125706,136302,197398,283652,286343,302363,328205,396478,419690,437298,463504,372394,52783,335102
1076842,2015-09-01 03:00:00+00:00,256271,222901,268240,277065,227781,447960,189847,12351,41053,32381,271119,409354,177133,6973,304898,65029,119960,77010,1049,6333
1076948,2015-09-01 03:00:00+00:00,247948,236565,380944,436549,94187,83134,212289,185,1157,2759,6460,6847,8661,10126,10629,13984,15413,18539,18699,19839
1076976,2015-09-01 03:00:00+00:00,30024,413990,111216,377723,463379,64305,296206,217347,213608,75547,357780,6946,51822,60999,61508,88642,93544,108666,112099,147414
1077323,2015-09-01 03:00:00+00:00,448245,52236,114877,379071,238039,329719,86456,156271,404264,308823,48997,187946,461686,5411,370653,257040,309778,298009,219512,96924
1077365,2015-09-01 03:00:00+00:00,106801,61203,200544,246060,23990,30436,1214,2405,3058,3637,3701,4388,4547,4682,5389,5611,5626,7205,7291,7466
1077387,2015-09-01 03:00:00+00:00,51480,56565,417645,188561,195305,213276,381198,296532,288425,30554,184748,406216,107884,418931,438248,341773,158905,330328,413348,249731
1077435,2015-09-01 03:00:00+00:00,16344,173365,268006,363783,23055,303229,46710,10935,14656,62077,63338,86297,89821,93595,98990,108765,349470,13762,60999,61508
1077982,2015-09-01 03:00:00+00:00,122530,61459,112760,153383,165217,329051,315916,117437,183794,81912,257878,214335,6666,354498,39874,359747,75152,215765,279280,308488
1078033,2015-09-01 03:00:00+00:00,153421,61002,324974,98728,453502,433791,403969,47447,333140,24159,135609,114089,397509,24161,366712,405200,243549,447962,452646,458735
1078166,2015-09-01 03:00:00+00:00,30573,140853,259884,441734,29940,342264,342816,27646,111787,143609,157267,161293,23997,216062,279624,286797,287657,350189,424685,447871
1078247,2015-09-01 03:00:00+00:00,11150,7704,112065,227563,284668,395401,112758,125399,212907,239735,363831,390243,393979,401563,31310,44064,82283,150569,160628,457849
1078357,2015-09-01 03:00:00+00:00,29690,157954,220482,39779,246829,412596,82444,214905,456532,266266,335557,350678,38101,310876,43119,277136,376819,463929,40507,434684
1078512,2015-09-01 03:00:00+00:00,19873,91105,107135,125780,56506,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,209149
1078639,2015-09-01 03:00:00+00:00,181146,466669,245580,424023,14086,58252,84228,117803,189892,205428,211873,236946,241261,286870,314992,332486,346216,355299,362479,380211
1078817,2015-09-01 03:00:00+00:00,449861,224348,4596,307959,180147,251552,239982,450771,174284,4377,8501,73181,91820,184654,209729,290574,302866,303155,323518,344783
1078838,2015-09-01 03:00:00+00:00,76615,109499,209402,359896,387265,28833,51906,66798,151119,188126,118742,119941,392163,435470,484,146857,247343,350800,390946,421867
1078900,2015-09-01 03:00:00+00:00,383715,314355,213432,21455,236418,407942,299306,22692,27743,60236,62252,141623,156863,161847,184890,249210,345315,353469,363451,390563
1078908,2015-09-01 03:00:00+00:00,9975,434289,10628,27258,27654,30269,35316,43593,103272,124971,125968,130150,136401,184202,189387,189892,191235,227993,230475,234692
1078997,2015-09-01 03:00:00+00:00,15152,415516,8320,218296,355364,231065,316778,236109,140156,114681,94756,419150,12752,189892,203972,254748,332486,141846,285949,292412
1079010,2015-09-01 03:00:00+00:00,238724,248641,218817,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029
1079116,2015-09-01 03:00:00+00:00,268290,436013,317993,54037,461682,389695,55159,157324,226054,21089,345026,402973,418299,314438,150065,333540,348185,33914,406172,294153
1079190,2015-09-01 03:00:00+00:00,90294,163709,289918,222069,251639,77520,374355,280354,461107,422709,383735,360673,50617,251515,357212,1561,6670,100133,224986,255599
1079251,2015-09-01 03:00:00+00:00,93219,436909,295537,45583,233876,406375,212672,133425,433016,111101,368060,61705,127415,10935,14656,62077,63338,86297,89821,93595
1079298,2015-09-01 03:00:00+00:00,204465,380691,76314,164461,96905,303883,75355,177425,88798,138694,421564,335092,293477,80150,340279,179749,37184,116875,89323,454917
1079626,2015-09-01 03:00:00+00:00,260440,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130,48030
1079697,2015-09-01 03:00:00+00:00,233439,381119,368650,319466,14308,342661,302024,257820,278042,108308,121381,1761,4699,6946,10935,14656,22138,26700,32431,46023
1080025,2015-09-01 03:00:00+00:00,257040,320786,136251,414410,88606,432152,87557,279052,361956,309778,347414,367664,248327,360487,135900,359844,178362,450455,200231,374092
1080078,2015-09-01 03:00:00+00:00,228753,247548,389704,304881,284227,249620,320475,295517,91037,65907,267693,401572,223271,372010,347706,315810,184080,219425,341613,243519
1080584,2015-09-01 03:00:00+00:00,407269,86452,174208,6133,11475,13393,14866,15230,21095,21335,25274,25281,27922,30627,32330,34944,34962,40322,42613,44931
1080643,2015-09-01 03:00:00+00:00,448943,202716,463137,357844,4115,42925,44297,55820,71398,79126,96075,141384,151974,154553,178438,224036,256505,275333,279741,306609
1080649,2015-09-01 03:00:00+00:00,387318,118199,181050,142624,393601,16024,24906,27646,38259,41191,46865,49124,49245,58800,67468,71816,91592,97486,109101,111787
1080881,2015-09-01 03:00:00+00:00,266346,18439,25655,379524,454981,125399,150797,254367,399796,40598,87850,250273,137151,171031,174947,184991,301788,371713,400568,101130
1080936,2015-09-01 03:00:00+00:00,233229,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130,48030
1080942,2015-09-01 03:00:00+00:00,228554,362859,393367,160034,94773,340329,184505,18610,150530,282315,131071,179185,230571,328546,168633,410845,135797,70875,125400,260983
1080993,2015-09-01 03:00:00+00:00,92302,455699,236228,287212,118555,306743,334467,2156,97835,152664,289768,299856,401617,100002,73649,207252,378072,13287,265393,306197
1081132,2015-09-01 03:00:00+00:00,43225,268478,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
1081313,2015-09-01 03:00:00+00:00,269584,75430,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
1081618,2015-09-01 03:00:00+00:00,253615,296968,11873,364821,442577,316753,325852,106741,198209,344723,331948,371489,399096,410026,434474,308967,442015,234493,198701,77102
1081664,2015-09-01 03:00:00+00:00,330017,410345,401111,154907,85382,358315,210981,339820,162731,405541,158595,411271,269177,28687,459939,371906,150185,136759,364805,46259
1081716,2015-09-01 03:00:00+00:00,27451,327946,181804,375730,57577,209891,335230,204685,145982,282725,181012,91739,41191,71816,91592,139340,150976,204844,228675,255575
1081798,2015-09-01 03:00:00+00:00,392410,292868,45330,438383,297093,39272,40140,333860,110757,265482,120658,389333,439668,441364,321712,129484,354151,55115,129174,219000
1081901,2015-09-01 03:00:00+00:00,81139,98547,99596,538,1874,3710,5024,11227,12320,17817,18274,22128,25042,31454,37484,60655,61583,64247,66439,69617
1082088,2015-09-01 03:00:00+00:00,380971,79572,425726,294424,31249,49233,239342,223042,444593,425228,167587,109656,45175,365787,448690,203780,464166,83825,49995,18561
1082778,2015-09-01 03:00:00+00:00,237838,448899,151054,218612,29568,95835,364927,53402,148425,180178,239316,362309,95380,252222,259454,308371,167985,180002,231654,376799
1082796,2015-09-01 03:00:00+00:00,87453,286136,302998,316969,138414,160105,223911,271527,286455,296423,378968,34937,113732,182129,229741,289113,301892,302819,314713,408451
1082871,2015-09-01 03:00:00+00:00,296561,367766,50648,247999,90219,139898,52473,346601,355488,32823,374271,420943,411373,126810,125904,545,86282,372394,414983,267232
1082887,2015-09-01 03:00:00+00:00,123569,158220,140091,445135,1214,2405,3058,3637,3701,4388,4547,4682,5389,5611,5626,7205,7291,7466,7876,9420
1083118,2015-09-01 03:00:00+00:00,207911,343379,299856,173525,230091,12125,245752,31591,49496,144865,300386,250484,116165,440100,459332,314943,427834,288887,43888,234215
1083201,2015-09-01 03:00:00+00:00,181687,24250,117080,338307,232533,185545,11663,303341,55515,399592,23990,30436,68447,151677,154436,155733,169890,192120,212029,221792
1083650,2015-09-01 03:00:00+00:00,236785,300883,325031,224700,329880,26518,336195,190959,207989,139554,200446,99347,364729,286578,102049,273299,383416,17370,182523,12315
1083704,2015-09-01 03:00:00+00:00,143866,189155,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,181491,186780,209149,222930,225137
1083975,2015-09-01 03:00:00+00:00,81039,431984,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
1084061,2015-09-01 03:00:00+00:00,251489,14148,318693,224605,13576,28000,178299,6460,19839,21130,25132,34725,39133,48485,84788,91394,118973,126806,142012,157071
1084107,2015-09-01 03:00:00+00:00,443755,64451,319160,150385,200793,202797,212907,380775,448683,6946,88642,112099,137130,210507,218696,220904,226350,271145,286625,321110
1084398,2015-09-01 03:00:00+00:00,113643,299258,198206,194010,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447
1084401,2015-09-01 03:00:00+00:00,140366,230157,27408,441622,302132,114413,173589,314828,69241,351061,148426,31611,20740,388097,349388,33165,47883,65408,67839,70260
1084807,2015-09-01 03:00:00+00:00,205141,429099,334307,445563,459776,320289,352070,350002,61784,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943
1085135,2015-09-01 03:00:00+00:00,209577,74518,132567,302755,254767,44110,194958,235823,230558,258729,3733,16192,114189,166613,176719,216009,443112,294956,358737,56388
1085399,2015-09-01 03:00:00+00:00,388657,69808,68787,372394,50855,142538,267379,456684,108308,411575,318897,1049,10628,10935,13879,14656,19208,20757,20878,30681
1085489,2015-09-01 03:00:00+00:00,264351,331351,86959,23995,280088,131805,20575,179468,313581,206458,21572,360772,416383,330543,351415,134772,96047,147904,252854,228193
1085594,2015-09-01 03:00:00+00:00,18924,64919,7334,297625,444334,165861,213223,232502,74168,188685,274368,326189,338932,93177,153781,465118,414092,20406,29865,89133
1085679,2015-09-01 03:00:00+00:00,41696,66230,229377,234835,236463,352995,418131,435317,227155,92709,138802,217494,250895,272604,294653,329272,314349,340580,382801,459242
1085685,2015-09-01 03:00:00+00:00,364796,214277,329391,248037,183081,358594,255860,460325,397845,349506,279226,399353,370199,374375,354223,457230,264183,166138,113751,135719
1085716,2015-09-01 03:00:00+00:00,169000,422273,461793,464454,387816,453509,8194,56916,235344,268409,104801,38966,349815,194231,368863,445251,432737,252005,461928,19476
1086055,2015-09-01 03:00:00+00:00,160053,258859,374981,250376,455772,87892,308937,165198,355724,228491,112463,398410,109170,118453,91884,341396,185366,30613,120489,151148
1086572,2015-09-01 03:00:00+00:00,394678,181242,459664,369919,68631,68563,28284,379074,91291,417992,411020,10892,114347,448959,358295,191459,425885,130221,76388,413973
1086590,2015-09-01 03:00:00+00:00,58512,296593,170651,192462,6922,439315,207325,329029,90709,300230,346720,7646,38095,249971,247213,429489,162355,91704,87551,157680
1086592,2015-09-01 03:00:00+00:00,265085,184620,292072,386834,27736,189892,332486,152240,215540,319503,462070,144437,23990,30436,68447,154436,155733,192120,221792,268487
1086724,2015-09-01 03:00:00+00:00,465565,98387,3608,10935,11379,14656,19480,24806,40401,45025,49074,49250,56309,59051,62077,63338,63852,68019,70459,83689
1086985,2015-09-01 03:00:00+00:00,358211,428556,232172,311932,422561,206974,201742,285949,292412,342553,190691,393169,75555,98665,12353,10413,10935,14656,38718,62077
1087046,2015-09-01 03:00:00+00:00,118165,158908,349417,312859,191472,321770,442066,315436,1049,30681,44055,70635,80313,99484,140168,142751,148651,164846,165416,186817
1087246,2015-09-01 03:00:00+00:00,6853,210662,6333,6460,6946,10647,19839,21130,24201,25132,34725,39133,45495,48485,84788,88642,89783,91394,112099,112721
1087352,2015-09-01 03:00:00+00:00,192053,397521,127593,291877,189043,443037,419168,269096,359140,423025,463201,40560,396750,195444,20893,21547,23990,30436,37972,68447
1087514,2015-09-01 03:00:00+00:00,83730,179240,227861,297662,4115,41191,44297,46023,71398,71816,91592,91698,96075,101883,137767,139340,144090,150976,151974,153432
1087737,2015-09-01 03:00:00+00:00,101554,232780,169502,313354,414344,370368,179185,203592,230571,249452,313621,328546,291728,350240,222776,227905,305462,459353,462392,138677
1088027,2015-09-01 03:00:00+00:00,247450,41113,373165,89323,65426,15312,223003,338395,439272,25762,94437,168671,272824,439963,143293,382958,1644,5281,456276,83280
1088492,2015-09-01 03:00:00+00:00,252596,282419,110403,335328,187099,6010,424586,10259,32259,38715,93229,112962,118998,125420,126709,138589,146857,6460,19839,21130
1088512,2015-09-01 03:00:00+00:00,347913,389701,29173,12930,112309,189396,73568,27646,36463,50285,111787,143609,149686,157267,161293,216062,222502,236113,262612,279624
1088558,2015-09-01 03:00:00+00:00,194356,127635,284921,356946,411622,283919,10935,14656,23990,30436,62077,63338,68447,86297,89821,93595,97565,98990,108765,121304
1089150,2015-09-01 03:00:00+00:00,121895,20878,32193,53452,85659,112794,118221,125706,197398,283652,286343,303152,328205,357715,75620,224898,431592,29712,296806,10064
1089294,2015-09-01 03:00:00+00:00,185301,3621,4422,6133,9934,11475,13393,14866,15230,19409,21095,21335,25274,25281,27922,30229,30627,32330,34944,34962
1089623,2015-09-01 03:00:00+00:00,156333,282037,34749,136602,179452,131515,27625,22558,188600,403332,188752,312445,182523,408043,150398,151848,249186,302448,383416,289902
1089891,2015-09-01 03:00:00+00:00,304180,207379,361941,402675,408989,13422,29925,131616,133250,143601,224166,329110,383752,408610,455898,459302,88052,250497,195092,49164
1090140,2015-09-01 03:00:00+00:00,141050,11639,109948,328000,16024,24906,38259,58800,97486,109101,158911,162645,162785,164605,183852,217045,237486,257769,261818,262844
1090296,2015-09-01 03:00:00+00:00,221881,338840,230376,47334,36893,61605,90525,133306,151677,169890,186470,270656,272544,279879,309849,346772,358953,383051,361106,142920
1090353,2015-09-01 03:00:00+00:00,203130,395183,111417,63656,187138,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255
1090460,2015-09-01 03:00:00+00:00,175389,376263,128126,271676,362011,190034,197862,156468,228066,217872,133810,205606,107330,107773,148382,182365,272124,296371,334082,365104
1090666,2015-09-01 03:00:00+00:00,36832,453795,43323,113781,110002,21471,2890,459109,59752,65495,78540,317597,350177,376335,380356,458965,462405,5883,73716,80023
1090938,2015-09-01 03:00:00+00:00,42002,430292,212743,359177,425920,24957,322018,100445,369373,179799,244405,185115,382958,71843,441415,157893,176888,338395,271930,462394
1091381,2015-09-01 03:00:00+00:00,88609,136630,27712,126944,302363,396478,419690,437298,1669,6992,34852,60056,70100,71560,82904,110671,147547,216499,272341,350489
1091420,2015-09-01 03:00:00+00:00,158666,354233,104468,98425,209163,357313,266942,303064,69730,118926,198099,190070,196560,188792,396186,316140,330045,375888,428469,454265
1091466,2015-09-01 03:00:00+00:00,192387,336910,402,836,3347,13376,13453,16645,16887,17781,17946,20603,20890,25218,27733,29282,29894,35908,36452,38015
1091481,2015-09-01 03:00:00+00:00,65052,223941,317395,330532,66542,411262,101942,152730,268216,96182,325520,412377,154448,360156,44890,230166,451023,285942,399221,113832
1091657,2015-09-01 03:00:00+00:00,63294,176709,244405,114913,431315,23990,30436,46023,68447,91698,101883,137767,153432,154436,155733,192120,221792,268487,322332,333167
1091760,2015-09-01 03:00:00+00:00,166973,401002,200406,450605,378873,98091,436883,69194,106037,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943
1091811,2015-09-01 03:00:00+00:00,118900,410995,6460,10935,14656,19839,21130,25132,28833,34725,35168,39133,48485,51906,62077,63338,66798,84788,86297,89821
1091827,2015-09-01 03:00:00+00:00,67222,353792,415284,437945,373925,48858,367647,23990,30436,68447,154436,155733,192120,221792,268487,333167,339569,341534,361192,386763
1091881,2015-09-01 03:00:00+00:00,190712,162353,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
1091929,2015-09-01 03:00:00+00:00,301026,365647,365879,12612,200521,97526,462517,219450,224102,118108,164566,427284,337372,53353,288552,343506,215868,187568,242967,386401
1092234,2015-09-01 03:00:00+00:00,423399,89170,313875,293446,28959,143678,234540,379153,391094,392786,359012,426929,325218,454944,408649,75032,450998,246149,254888,99220
1092238,2015-09-01 03:00:00+00:00,413951,41645,464422,73593,198664,237208,290732,218131,10628,35316,35439,43593,103272,120898,125968,183997,184202,189387,191235,221485
1092300,2015-09-01 03:00:00+00:00,203042,323381,213896,6022,136302,98969,92186,347530,147195,164143,364189,116968,167237,164324,1049,4115,13422,27483,30681,32193
1092336,2015-09-01 03:00:00+00:00,362958,453235,305276,67811,41191,71816,91592,111101,139340,150976,179185,204844,228675,230571,255575,255840,276143,294939,298461,305052
1092443,2015-09-01 03:00:00+00:00,32584,120906,424052,298771,180953,6946,70044,88642,112099,210507,271145,321110,446154,146528,20858,26959,288669,116794,126778,370758
1092461,2015-09-01 03:00:00+00:00,120009,428543,248140,187002,168823,298336,449540,16885,35554,76854,358892,316260,5396,180480,247747,276273,20282,91257,241412,308634
1092578,2015-09-01 03:00:00+00:00,58971,94916,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
1092579,2015-09-01 03:00:00+00:00,72271,182894,323147,454001,45707,17153,115431,362050,413663,167052,68933,235186,271698,394418,453837,27989,201282,41496,47060,55476
1092654,2015-09-01 03:00:00+00:00,115736,301535,203644,338595,425186,184217,374298,162250,263874,123629,303915,290770,367357,415301,118856,192738,247690,13422,131616,133250
1092694,2015-09-01 03:00:00+00:00,164040,235330,101156,99538,30806,88232,339518,381360,80162,110213,127553,224109,344368,182985,199569,222357,28573,160637,28183,163545
1092827,2015-09-01 03:00:00+00:00,384302,219512,301843,110529,379827,447173,181340,350581,137535,455240,282721,99227,233244,387167,162652,372394,19752,277390,421090,408043
1093231,2015-09-01 03:00:00+00:00,28938,36987,178999,219488,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447
1093404,2015-09-01 03:00:00+00:00,133192,272187,258863,292122,124542,230752,303933,135975,21189,45447,68879,36233,9237,35472,128540,235198,256498,41821,77606,49120
1093411,2015-09-01 03:00:00+00:00,71846,380944,131211,464018,208651,272416,3694,50444,297903,266708,35671,412933,225990,80839,7792,264955,439889,177260,276083,136282
1093818,2015-09-01 03:00:00+00:00,109464,132165,138414,223397,223911,271527,286455,296423,378968,34937,113732,118782,182129,229741,241309,289113,297089,301892,302819,314713
1093862,2015-09-01 03:00:00+00:00,170791,199770,226662,466135,212958,306432,331062,378430,284700,140360,225706,269307,279289,324704,343842,451800,377871,420872,23623,41882
1093959,2015-09-01 03:00:00+00:00,276433,461597,262330,137130,218696,220904,286625,394646,434799,177133,172521,67232,152861,193974,257309,437192,457119,397269,126185,29660
1094021,2015-09-01 03:00:00+00:00,255553,37503,12826,225554,441316,437167,214326,352336,146226,146586,233507,200854,76512,105471,99684,106958,55364,154638,63435,103423
1094166,2015-09-01 03:00:00+00:00,324822,213102,117645,223633,465996,5985,364996,451804,302504,356517,62133,287774,169814,166333,126216,411914,418307,179705,75922,26793
1094565,2015-09-01 03:00:00+00:00,80744,99501,142749,209405,215877,239473,21466,371363,432711,396189,285442,250634,256532,332503,133306,222991,237835,369621,383444,102144
1094596,2015-09-01 03:00:00+00:00,117156,200425,434811,86862,87799,276737,385604,434571,438166,451095,12381,27734,48129,177439,184406,230293,7914,9176,49261,88142
1094964,2015-09-01 03:00:00+00:00,1669,6992,34852,60056,70100,71560,82904,110671,147547,216499,272341,35713,63649,104203,350489,224105,229340,445265,265046,334607
1094984,2015-09-01 03:00:00+00:00,126252,233148,414704,370631,140027,149345,263450,306349,211299,68879,190291,145487,401620,235198,340690,427615,335186,61750,70249,267278
1095120,2015-09-01 03:00:00+00:00,4364,79748,275388,359336,41191,71816,91592,139340,150976,204844,228675,255575,255840,276143,294939,298461,305052,343433,369066,370659
1095312,2015-09-01 03:00:00+00:00,79846,311882,324963,386857,99911,305901,272263,87728,18309,248766,28833,33165,47883,51906,65408,66798,67839,70260,81415,90969
1095329,2015-09-01 03:00:00+00:00,427356,78773,202373,324460,314071,452967,129103,215227,314620,98249,463668,187946,461686,5411,370653,257040,309778,298009,219512,96924
1095425,2015-09-01 03:00:00+00:00,449702,322887,13925,75090,191946,463122,8052,74763,87299,91889,103089,111393,147267,152400,159834,171054,219579,223008,236576,237975
1095511,2015-09-01 03:00:00+00:00,403875,264605,430610,655,427229,23990,30436,68447,138414,154436,155733,192120,207786,221792,223911,264771,268487,271527,286455,296423
1095593,2015-09-01 03:00:00+00:00,325310,82377,9877,283115,355511,98063,38965,345197,48868,241555,464212,37115,265571,415121,412622,252319,239006,381941,250212,268972
1095733,2015-09-01 03:00:00+00:00,112047,53713,142671,1761,8611,19476,21888,32431,78862,85742,120898,143459,144365,167985,179185,180002,222417,230571,285563,287184
1095791,2015-09-01 03:00:00+00:00,31791,44561,158677,3129,14331,35431,83604,108442,152861,243888,258097,273512,281115,301119,340246,350305,362087,393774,1496,51005
1095827,2015-09-01 03:00:00+00:00,451124,217347,264392,12381,27734,48129,177439,184406,455938,30982,94952,111216,43872,50102,85268,106124,109030,126004,199336,228890
1095897,2015-09-01 03:00:00+00:00,202345,283067,465283,1786,15442,23990,28625,29207,30436,40468,48844,52263,55341,68447,93690,93733,94583,123577,134847,139376
1096028,2015-09-01 03:00:00+00:00,337686,438484,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
1096135,2015-09-01 03:00:00+00:00,256396,232885,293860,339578,296652,71427,401007,301430,21635,92566,190285,283951,308807,309230,333393,337387,372433,409810,392568,124195
1096281,2015-09-01 03:00:00+00:00,186702,119736,85858,311041,409449,338395,456056,439963,25762,428648,146613,235559,62275,94437,329133,441415,143293,372169,425920,149582
1096633,2015-09-01 03:00:00+00:00,432992,254418,308438,276494,266900,118551,330090,350756,234808,290006,162617,202199,66485,869,10935,14656,314073,62077,63338,86297
1096753,2015-09-01 03:00:00+00:00,87090,207178,97565,214371,238070,28501,283919,10935,14656,23990,30436,62077,63338,68447,86297,89821,93595,98990,108765,121304
1097041,2015-09-01 03:00:00+00:00,438333,3427,137305,29890,43560,175071,188505,300545,387883,208324,162294,211297,1879,13043,53386,307385,52928,255330,269512,10935
1097053,2015-09-01 03:00:00+00:00,83193,349659,111101,133425,234618,12381,16327,27734,48129,177439,181373,184406,321770,331978,215537,233938,450918,7730,46865,125988
1097064,2015-09-01 03:00:00+00:00,356791,398452,67729,40,6460,19839,21130,25132,34725,39133,48485,84788,91394,118973,119116,126806,142012,157071,165797,167652
1097178,2015-09-01 03:00:00+00:00,439362,257448,75971,161564,6333,10647,24201,45495,89783,112721,124424,127222,149162,181217,244558,324276,327800,363716,372052,382360
1097301,2015-09-01 03:00:00+00:00,128737,241322,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
1097304,2015-09-01 03:00:00+00:00,443865,125906,389982,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,209149,222930,225137
