visitorid,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20
1229972,32701,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
1230065,70868,229857,27340,42925,48352,55820,61712,141384,224036,306609,328847,338466,466210,343479,22985,42893,159137,173654,185185,198699
1230090,205720,126425,236432,355874,427676,24409,105062,29021,53194,454829,237376,196780,45227,53149,138737,216471,242093,285441,314025,408736
1230283,368377,386172,77402,27332,28970,57932,58493,65623,87113,93488,100546,152187,371983,448563,89338,110555,129781,195127,457330,370019
1230541,257254,35359,180288,42212,364017,97565,415976,444941,214371,45840,460261,406780,277390,420162,125904,19677,55049,103645,363538,407489
1230565,222814,6662,242620,238852,224244,72562,420257,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530
1230673,228318,422552,15442,29207,40468,48844,52263,55341,93690,93733,94583,123577,134847,139376,149117,152259,175046,189745,193297,197954
1230799,68255,256088,353204,445208,424502,174665,285850,117858,37503,45439,129681,167681,388707,160522,379260,443314,105125,229832,203594,24577
1231063,316356,337887,170698,421019,142198,41084,234871,318059,11473,119913,188276,73498,21302,65440,166428,44373,286136,290531,410615,369487
1231101,178224,356737,171948,367090,296933,51349,160256,231790,322348,46023,101883,137767,153432,322332,359714,73173,67365,85929,90631,104847
1231125,98341,194151,22161,50180,154553,333191,180288,420162,97565,86282,10716,367690,45840,19677,38623,55049,175058,214371,283919,357844
1231368,173359,295880,3759,313641,114572,27730,388563,55105,87789,206919,269375,285680,209101,47448,70846,8748,102891,86238,366888,165080
1231427,50781,453487,64011,283386,352064,381265,211243,68139,45089,84409,36093,171091,205305,302964,399491,434048,132726,302363,396478,419690
1231437,270013,322246,97565,261307,408043,129299,146936,99583,302274,384603,420162,19677,55049,175058,214371,283919,344770,113400,148788,162652
1231446,447086,294585,212660,200211,293719,254200,404445,227259,106828,444225,434571,51195,251284,379743,455341,175966,200571,432100,175761,232579
1231516,433635,262314,327740,368655,265191,277236,404934,62413,182304,322679,4613,262525,461199,260830,230720,387035,85579,247909,5411,461686
1231742,52962,299222,318333,10935,14656,15980,35439,35662,46023,62077,63338,71888,86297,89821,93595,98512,98990,101883,108765,121304
1231770,446590,44007,83831,120898,364079,450461,110926,177543,23145,23657,24149,80813,147847,158819,188563,206189,217286,221403,235427,260148
1231778,243355,378744,261802,79150,310967,109618,384470,288285,110151,375822,232129,152741,162447,138723,78739,195246,188269,247424,443197,411934
1232461,272969,396445,453192,219718,384035,157784,35201,152,6256,9293,9904,10628,12752,13788,18514,18681,30794,31890,35316,35606
1232567,11333,295518,177707,141295,130047,311081,135840,32881,136847,280620,141151,240710,347360,363825,83257,163971,202891,224464,301540,285010
1232905,62955,128618,147540,38890,127758,25235,374554,13855,35439,183997,55586,272153,199469,326232,414027,422039,278707,378940,286835,36138
1233021,423672,263765,462592,396185,306695,399117,266093,33320,60346,97836,456602,175356,97565,30269,124971,130150,136401,234692,239483,289384
1233041,89871,112047,190172,405714,280335,141849,4115,44297,70759,71398,96075,118335,151974,182318,203592,249452,275333,279741,287975,313621
1233290,33182,208270,449023,223042,440066,67814,396706,37218,67729,228282,87738,184516,343344,383043,393101,414227,356791,403058,288243,89929
1233476,232035,251720,302125,371139,181520,395265,117643,65647,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447
1233481,174569,428444,1049,15980,30681,44055,70635,80313,99484,140168,148651,159965,164846,165416,186817,219502,230595,272255,286716,288141
1234241,7943,150882,31019,439963,456056,425920,338395,62275,441415,328242,545,43322,146613,428648,25762,116022,377133,337170,102797,162652
1234247,385769,60759,173991,6174,150173,418547,39439,119636,460992,320494,104530,126845,179185,230571,241463,323383,328546,353517,375752,392783
1234326,11380,313780,181019,109888,52279,80622,238059,451110,337865,395237,336555,16978,329712,318753,42231,83869,221272,263550,448113,68442
1234351,391382,76477,17185,214656,80554,171959,466472,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054
1234436,240778,413981,35713,63649,104203,210345,224105,229340,265025,265046,334607,384468,429510,466336,51832,59399,102896,159154,1669,6992
1234479,417432,71233,58822,62697,108211,133407,171699,203837,207911,227306,234146,274454,320651,346601,357398,370351,402564,429715,172868,43568
1234485,214524,8296,379373,387176,86368,31833,13854,31889,103918,431099,421924,210086,360833,428949,175681,347014,356764,448593,191179,299440
1234608,277452,456889,174284,256270,5613,315543,260957,4377,121721,224952,349232,296862,260384,114681,238425,285949,292412,342553,307959,348352
1234700,115589,271571,412671,40317,291042,413251,60403,448986,250578,414657,74789,260646,416328,147426,153594,207388,360079,420871,328535,175773
1234763,167769,230376,140266,67463,118126,158641,314019,187806,211377,71712,338840,79971,142538,336172,179086,47334,51157,247339,304774,355312
1234765,321722,359177,459628,6460,6946,19476,19839,21130,25132,28970,39133,48485,57932,58493,78862,84788,87113,88642,91394,100546
1234960,76299,339890,369949,139605,199484,93961,71238,255132,191309,389722,431386,132126,2543,172690,62343,210490,331054,335306,111458,92967
1235273,114375,212789,370188,223461,27847,229067,234913,281388,236414,447991,459523,172245,38336,198982,195742,59881,199026,258690,263145,132137
1235656,37506,244875,350684,275057,314952,244924,71917,425484,5754,34321,148756,160694,239476,269490,365404,400735,376327,216535,93439,138054
1235665,91040,85637,385846,289155,371572,409171,34065,306190,451481,314961,282407,226373,453411,185989,314213,227482,441338,234036,191188,8497
1235742,173400,96545,197621,241149,338427,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,101568
1235871,125660,238059,4115,6946,26700,27483,44297,51987,71398,88642,94098,96075,98587,112099,116588,125421,129732,151974,179185,210507
1236122,23736,217592,28144,155871,375993,290317,416012,183246,246555,3608,6946,7730,12752,19480,27340,40401,42925,45025,48352,49074
1236158,371127,83698,84440,199200,305798,348146,177237,37658,38748,133353,176881,15032,95953,122941,29167,5411,461686,187946,309778,370653
1236845,272370,176630,81670,464506,23897,4699,116323,126015,132726,205077,302363,328561,372533,396478,405371,413144,419690,437298,249538,462905
1236887,238618,282423,366257,458156,258461,425351,459990,88305,274126,114121,328486,158564,10516,5411,461686,187946,309778,370653,257040,298009
1237173,186214,200231,309778,354555,223203,257040,257575,279052,360487,118720,372845,309819,87557,140861,347414,135900,248327,359844,177618,27340
1237942,276952,304097,53408,119728,189298,424805,417532,52266,321216,440134,191822,323370,122456,446934,5411,461686,187946,309778,370653,257040
1237953,280790,442954,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
1238087,263316,215410,401850,228287,121773,25514,459631,268930,180612,29757,136815,438823,398762,208939,287449,13825,77573,132365,219710,273973
1238510,281627,32202,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
1238674,441178,435725,226126,347167,160641,347410,63769,159772,435959,92451,106753,112478,118230,154907,191967,206983,216029,318785,116841,216718
1238753,350872,436115,225105,166106,128745,62549,85732,131731,6917,446420,183639,458669,6460,331575,373857,197034,262797,381788,460896,49532
1238855,137777,268570,361976,244027,118752,223415,335923,22772,454352,283371,374869,76588,317348,355402,456987,159995,341612,102786,367676,384678
1239304,9657,134458,165676,357718,175407,16306,204362,133504,320870,379856,207703,277437,405657,373066,41518,46178,50508,64632,110758,251782
1239525,90888,243337,385887,268318,418651,198105,428176,136314,458610,243087,368890,269263,359744,177175,165282,279720,400868,415071,31853,60495
1239557,25485,162184,119527,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029
1239950,236181,444531,274756,71097,46937,341000,112530,282998,350651,441069,327604,245591,11435,369460,462988,294973,359619,401563,97441,13502
1240169,260182,411807,274614,406470,125795,106144,345461,248960,241120,331990,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943
1240333,40304,463790,461593,120082,177631,206003,457680,295407,240587,70683,375725,98751,53959,391520,15948,301049,167052,27989,201282,85858
1240785,247458,118771,144324,172774,145715,195721,312813,299457,300130,3434,108203,291405,302973,345666,231732,371748,105030,342794,197685,179869
1240815,444763,17437,62502,257245,374554,158603,413951,364612,158221,370456,463585,379288,1049,30681,44055,70635,80313,99484,140168,148651
1241193,172220,36250,358089,115089,29078,195943,207168,460133,250289,425067,404604,453235,404,6108,15910,23951,50898,59526,61209,67708
1241248,132683,377193,31557,91234,84102,298304,302044,142598,284547,371733,19750,273299,136217,367690,162722,357844,463930,6081,300068,236302
1241358,417430,104476,39875,121491,51552,438267,301584,115732,370562,75814,73398,81622,235350,243358,273651,227040,346535,357262,241523,322164
1241360,8833,202920,205231,184833,260983,296046,335238,409106,448115,458720,87215,90660,269222,284058,301103,351130,380427,384227,75620,36277
1241368,82849,226878,399023,190423,144414,159518,235566,256538,367262,308124,305465,26141,212871,182677,67896,19761,261210,101134,260098,313338
1241555,65390,311241,333011,348031,133250,224166,329110,383752,396735,455898,403179,16307,32191,72459,102256,140336,159156,198154,363054,398178
1241687,340808,226807,95808,209256,272251,220174,328905,73026,190243,273783,396651,216786,125751,259417,383001,75820,102929,538,1874,2543
1241955,170936,414460,267519,19476,364789,337309,167817,254196,402,3347,12343,13376,13453,16645,17781,17946,20603,20878,21547,25218
1242027,56323,314642,341971,128721,309417,202907,538,1874,3710,5024,11227,12320,17817,18274,22128,25042,31454,37484,60655,61583
1242500,272077,378893,364109,23990,24595,30436,68447,81175,155733,192120,221792,268487,333167,339569,341534,361192,386763,387024,389632,395994
1242512,262258,180751,115183,312060,298009,678,1761,27646,32431,61237,85742,90870,111787,133250,143459,143609,152240,157267,161293,216062
1242540,44267,157318,220896,191203,322454,151708,295656,11375,72554,158871,181213,13118,381186,263400,97871,256341,320027,244374,132726,302363
1242660,79846,315804,52209,140155,267576,178574,321703,311882,383215,386857,324963,99911,272263,85379,310749,87728,35238,239612,1536,28833
1242900,32832,358064,10413,10935,14656,31508,62077,63338,86297,89821,91291,93595,98990,108765,121304,151282,154722,160054,174803,179185
1243048,10087,18889,216504,280815,358690,394748,421915,374906,174788,193155,248712,227742,451727,57768,215640,299001,414302,261784,114782,133169
1243262,139123,79590,78139,142260,445135,233935,197108,418472,153135,154077,1891,210038,295998,309507,435007,258901,260900,361751,302066,322717
1243625,116649,459643,175479,230841,24842,18494,114165,313135,416429,191542,444849,6248,48968,201459,429627,35713,63649,104203,210345,224105
1244078,42641,31557,377193,6946,15943,88642,112099,133250,140009,140360,154720,183861,183974,210507,224166,225706,242830,255160,257076,268486
1244149,342864,432435,47113,311750,413295,44278,388816,143771,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447
1244155,126642,465786,119115,337446,462070,92832,102000,184620,261953,122773,311749,423148,226701,265085,56630,13043,44468,281083,179503,282147
1244339,99284,419447,239086,208253,231205,360641,318646,174462,421137,461455,343104,388722,349146,143416,5411,461686,187946,309778,370653,257040
1244475,46347,319019,105981,251116,253088,178135,258411,121402,233471,343243,461156,74847,249807,23386,37047,19672,60641,423790,430314,259426
1244496,73287,234338,215505,190264,39278,56284,115215,137459,268880,290446,298773,299351,240572,323582,48222,56409,62030,142463,170269,250527
1244611,304973,184026,161681,27845,33428,94179,105879,119438,124067,147083,150975,196871,204273,229955,242947,246392,260489,289353,330107,331412
1244613,91773,130170,96065,188719,226047,80716,208542,261623,439088,451260,448511,322958,165203,350234,364690,153637,13332,4077,83041,147297
1244751,2455,27159,293512,62442,20878,49126,53452,60999,61508,93544,108666,112794,118221,125706,135344,147414,148328,185943,197398,242204
1245173,182823,208546,73988,443378,367906,129982,295841,219660,122263,414428,459546,64026,21886,463122,5411,461686,187946,309778,370653,257040
1245211,65808,126735,117713,260137,384115,407229,318879,104404,303190,92970,269815,318646,116150,208470,183081,338685,341037,295942,207276,101506
1245278,165214,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
1245345,219512,393028,384302,359734,129299,384603,56505,91105,247339,455240,152240,34127,274798,267232,301843,190000,161623,260093,110529,43322
1245502,60403,360079,283629,117668,175731,4425,213038,354467,420871,9096,271571,307258,298860,390953,392952,201354,273962,407830,414236,449474
1245621,4098,63055,264829,300500,160053,51961,76219,325193,413906,37902,66180,70964,135210,150953,153586,174179,193701,286965,299052,308394
1245679,227161,36977,60559,309897,384195,118199,456578,387318,142624,181050,416529,393601,237298,289370,85367,361790,138017,16024,24906,34739
1245708,222957,196652,155514,71957,107686,162034,49126,60999,61508,93544,108666,132726,162722,331725,300236,10935,14656,62077,63338,86297
1245758,46569,429579,236213,73617,352577,162535,232039,127393,308506,241244,17805,99748,242526,163287,357844,7406,364547,10935,14656,27340
1246159,206817,9759,189847,422329,374178,155728,37313,279309,155427,10259,20878,38715,53452,93229,112794,112962,118221,118998,124164,125420
1246166,101054,405862,131036,182167,332909,183176,384892,256706,167019,122792,166293,138414,223911,232381,271527,296423,378968,366809,180905,350743
1246410,131312,264715,20878,53452,112794,118221,125706,185943,197398,202224,283652,286343,328205,10064,32439,44724,56324,70727,82344,157770
1246478,136674,243843,188051,86532,388119,389135,51822,166066,189221,285949,292412,342553,23309,98530,125400,330352,347307,16151,36160,54396
1246823,46348,275354,211418,350384,546,147222,455680,1536,396118,33165,47883,65408,67839,70260,81415,96145,110709,115952,148984,156909
1247027,92814,387570,2433,8766,14711,19295,67641,76323,78486,96066,112034,135129,142692,191191,206622,244687,246111,266020,273652,279237
1247030,369776,415631,67845,303994,34981,139037,73106,27503,87831,21091,213954,240257,415136,132234,13942,446663,455825,204892,237661,64713
1247106,407669,453978,13844,99112,183539,247332,463270,267774,46346,75110,455091,119039,445171,209048,3621,4422,9934,19409,30229,67854
1247176,170590,203002,35336,19976,95598,332018,438025,205644,315543,176113,122324,225257,10692,96292,956,5922,20866,27350,33406,40408
1247313,65437,69904,35396,92222,138878,163802,207601,237396,238829,257609,282719,326333,330104,339893,452762,68475,91223,117768,167895,202769
1247528,168927,123645,228075,104017,116624,376671,345086,69868,278186,417342,269774,411367,264521,174265,185677,1049,30681,44055,70635,80313
1248016,266468,146226,233507,91700,117470,142765,103418,75032,63435,214326,255553,174683,37503,225554,11873,442577,151873,134455,225750,265264
1248077,153708,324718,10935,14656,62077,63338,86297,89821,93595,98990,108765,97565,86282,222196,232725,9249,180288,356339,96904,422494
1248126,100438,381352,410215,178344,269117,484,4115,44297,71398,96075,448413,164325,113199,151974,188230,192726,209907,275333,279741,287975
1248209,446998,412404,228521,310620,305016,21547,27344,37972,52966,71670,82010,88501,110653,111070,147344,198340,255338,259235,273816,275217
1248702,318051,37902,66180,70964,99581,135210,150953,153586,174179,286965,299052,308394,331026,352102,387021,408967,421813,439978,23657,138732
1248728,148146,440745,37199,6460,19839,21130,25132,39133,48485,84788,91394,126806,132173,142012,165797,181445,181753,186059,190446,201847
1248808,175141,436297,69775,323056,247484,244027,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030
1248854,25135,104992,191480,9635,208196,171823,24577,195903,114385,299245,258041,157962,397678,31506,446567,181483,393761,261234,40023,220813
1249004,308692,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
1249152,20245,273526,250173,14474,397159,165994,188165,387736,455532,365499,1536,12913,23997,30269,33165,39314,44744,45630,47883,65408
1249331,1142,23762,360825,156247,335261,440807,97913,322866,316512,293420,217043,159897,273878,93680,317384,414983,428648,182753,374271,205077
1249578,186256,230605,10935,14656,62077,63338,69213,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,192178,209149,225027
1249717,124540,31112,267627,34017,69058,89440,151206,206392,317883,389356,391417,442726,377866,237561,93507,279831,832,129594,149306,173736
1249879,283693,381638,303118,678,1049,1761,30269,30681,32431,44055,56215,70635,80313,85742,99484,124971,130150,133700,136401,140168
1250160,219512,301843,82451,362868,421090,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,192178
1250171,269088,10935,13967,14656,62077,63338,86297,89821,91311,93595,98990,108765,121304,151282,154722,160054,186780,192178,209149,225137
1250314,234255,231482,204494,191303,248711,51969,268335,22926,357844,312445,214790,162652,340960,182523,10935,14656,362528,81252,236302,306590
1250579,201096,154491,2590,223004,441405,4430,146950,451600,117167,266818,285023,425458,362155,373389,251520,333015,49282,43557,50275,340010
1250735,182352,394317,147666,275028,327009,280931,4379,116533,199502,369593,440931,317412,98414,391929,24285,301401,326436,452839,29414,212244
1250748,221597,434116,393653,412149,2138,21980,241362,276982,369261,141992,104711,119024,123987,253522,346831,81252,88401,129762,147415,208216
1250813,115426,359251,459848,161623,50855,10628,17835,35316,43081,43593,49126,60999,61508,86659,93544,103272,108666,125968,134802,147414
1251279,284661,259939,316714,6946,88642,112099,210507,271145,321110,446154,64305,68906,126851,138013,153619,174558,189863,333037,333755,367583
1251309,447360,463025,303341,439614,267961,324670,416511,69213,425796,82278,235684,290204,118265,354498,244258,3764,301984,403071,11044,96370
1251423,340440,209725,10548,53291,457687,280550,355504,461403,17318,11493,122553,13076,45690,32631,465891,386056,406621,360790,79598,85047
1251600,291341,344997,33698,273025,20728,25943,59798,165758,235717,410044,319822,201545,353130,460808,231566,438986,76108,30075,385206,114917
1251672,211909,293493,62783,102774,279129,337101,223186,24290,8687,12752,117570,189847,254748,447962,396045,41053,45653,65029,87823,134852
1251827,21815,1164,125828,27483,34410,62033,67641,76323,96066,125421,219540,242297,289635,294215,305132,339771,350651,353320,356995,363598
1252167,256413,92161,336552,327276,72817,116465,410700,458013,62252,123956,224579,44192,74885,181469,363828,201651,99298,323536,440450,111875
1252307,35998,300319,381058,410398,356551,229732,160832,76188,378961,328365,376141,3799,19934,278028,93174,259395,34100,10503,351785,437462
1252465,148203,341954,6946,88642,112099,210507,271145,321110,446154,64305,68906,126851,138013,153619,174558,189863,333037,333755,367583,394786
1252485,192451,100528,191247,234491,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255
1252524,1931,328647,133250,159799,224166,288092,300909,329110,332864,334993,380754,383752,385374,385831,396735,450444,455898,195214,16307,16603
1252613,141295,280620,285010,136847,26165,80436,76618,141733,194722,201379,218171,337584,358135,377324,50621,248906,419273,101029,11333,54955
1252646,265005,55978,426657,248601,324459,130500,136587,46023,101883,137767,153432,322332,359714,144090,291561,111888,346927,23967,85929,90631
1252859,263814,278143,56303,6808,9491,9608,36622,41868,59195,62480,77315,89456,97952,107330,120570,121813,132256,146119,149044,182009
1253077,267234,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
1253491,270495,394073,96376,411627,133211,111473,36799,133250,144090,211873,224166,242754,291561,329110,346216,383752,396735,455898,198238,301788
1253804,303715,117548,261979,303828,89044,432925,356012,174815,176086,869,58638,432478,190303,125318,158209,148788,50180,203462,14256,391820
1254122,393612,100735,412060,79378,265587,271887,23990,24595,30436,68447,70875,81175,155733,192120,221792,268487,333167,339569,341534,346890
1254124,316826,446734,429108,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029
1254385,105639,245994,212457,3024,403215,60429,85680,42788,62641,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282
1254522,158926,214000,35449,226204,453743,187382,263074,387006,412511,107163,283100,298009,5411,461686,187946,309778,370653,257040,335975,96924
1254679,31521,407593,172027,343837,295493,173439,147503,216721,24654,163778,242711,414815,87838,304827,406974,88690,263438,434124,213147,361985
1254745,338461,91998,430965,76426,89392,318941,405493,426958,10935,14656,62077,63338,247677,86297,89821,93595,190347,203680,6133,11475
1254768,387264,401172,456414,182644,366775,306161,139515,306041,372188,238865,97661,327424,128651,206218,355200,22926,3548,9710,23907,29340
1254811,67045,400998,170751,163998,114837,50467,264183,133398,10935,12752,14656,62077,63338,86297,89821,93595,98990,108765,121304,122496
1254881,287279,152600,128222,197791,211299,300823,105933,311292,285949,292412,342553,277271,373810,282759,166755,105873,308195,54396,228136,241256
1255211,377028,79826,34805,109475,349655,73982,20934,399667,68770,203753,297976,58992,223757,291362,458591,201444,142707,279872,82490,406980
1255410,43447,76491,303161,158460,345034,10935,14656,62077,63338,297619,44539,56505,185130,331884,545,43322,372394,116334,34627,352559
1255413,253379,117519,283240,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029
1255433,56323,387800,75573,108417,97565,253550,419168,219873,358306,19677,55049,175058,214371,267379,283919,446820,402,3347,10935,12343
1255649,182643,23914,353170,193488,147862,205302,268880,290446,298773,299351,308195,408103,390092,104730,279764,304332,104261,56409,246254,250527
1256155,218794,461686,10572,171878,32581,108924,28072,180405,333039,40630,113712,75392,362495,447067,415928,250375,307322,35608,165058,38751
1256256,258303,466740,192350,13094,215524,262797,344739,1496,2166,2991,3058,3608,3701,4388,4547,4682,5484,5590,5611,7111
1256293,322892,28072,333039,447067,218794,171878,461686,10572,285154,293455,133860,46023,32581,266965,101883,137767,153432,38751,108924,47126
1256321,75509,100184,144246,9410,10628,35316,43081,43593,51289,103272,125968,134802,146705,167610,183001,184202,189387,191235,191407,227993
1256419,97307,222888,23657,34127,44539,56505,110818,406780,267232,2119,99583,372394,126143,7372,137149,219886,344770,162652,280720,297619
1256535,214726,415364,387196,80258,389642,235614,12518,317795,398579,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512
1256981,46426,253565,133250,224166,329110,383752,396735,455898,16307,32191,72459,102256,140336,159156,198154,363054,398178,454265,461232,248440
1257132,251499,451835,108442,273512,287687,299686,301119,362087,393774,302195,322943,51005,55350,278539,285747,415695,459628,3608,6460,7811
1257211,377928,150446,385840,147862,70651,342272,308636,218877,351913,344071,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943
1257318,461686,218794,171878,32581,10572,75392,108924,113712,415928,35608,180405,146613,250375,165058,333039,28072,362495,40630,38751,162652
1257321,26210,98308,86282,26145,4115,10628,35316,43081,43593,44297,71398,96075,103272,125968,133250,134802,146453,151206,151974,152240
1257536,223829,348155,118448,268586,416264,138367,274986,27340,42925,48352,55820,61712,141384,151677,169890,224036,306609,338466,346772,466210
1257592,56315,91547,378162,444740,419499,446820,90240,123079,149275,6022,10413,47618,91291,96589,97181,136302,230967,291187,441169,130552
1257852,37029,334520,122604,213834,439963,51650,743,372394,152240,49621,318697,415976,456056,445351,94437,456169,320130,86282,92186,408043
1258707,234366,310661,133250,224166,329110,383752,396735,455898,16307,32191,41504,72459,102256,140336,159156,198154,198721,282156,314239,332261
1258840,111794,218443,461950,344747,422454,149272,84085,171801,60307,391046,47113,263003,286964,330583,336227,252654,18790,411520,145506,189359
1258918,112047,291394,419761,389158,29029,19476,78862,377419,142671,678,1761,21888,32431,69171,83831,85742,120898,143459,144365,167985
1259097,376147,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
1259137,130778,173290,19295,21635,92566,93488,135129,142692,165811,190285,191191,266020,273652,283951,308807,309230,333393,337387,370337,372433
1259179,94499,225082,267505,162838,204823,373315,465680,385246,10935,14656,62077,63338,86297,89821,93595,98990,108765,110297,121304,151282
1259282,7029,89438,221237,346876,368777,379840,59467,69720,76334,331133,349379,9629,174778,132772,24477,262814,302581,351332,431291,371817
1259510,64395,37602,376905,220174,324921,398893,366888,114070,277276,174409,213834,19476,78862,144365,222417,285563,287184,293865,306948,311433
1259525,57070,25094,371068,293775,151040,12385,264997,427081,317473,53352,236689,231566,373624,60993,74451,201208,60026,270459,380987,64522
1259644,143416,396491,66302,239494,270052,277638,433060,417230,98547,128553,28686,257551,390036,332590,232325,68892,23990,24595,30436,68447
1259744,422356,338161,120728,97039,428072,465951,373128,456005,340960,86532,314019,328696,228644,300906,285400,385148,376911,466436,545,43322
1259782,72983,293029,20278,306008,386427,418420,327485,277471,377504,285719,221141,81476,287282,53559,317956,382402,420249,13569,139801,263308
1260126,214460,346497,189480,400946,198315,421155,227932,268462,422853,141240,304787,4067,316373,5758,243310,164342,148053,286044,399583,11327
1260137,20981,111179,396619,415781,126396,346429,275406,362899,312562,41191,51822,71816,91592,139340,150976,166066,189221,204844,228675,229935
1260150,389550,332018,61292,302116,455570,361956,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780
1260481,367614,215782,252672,23250,461350,388137,42655,430808,236421,99594,84827,267989,381238,117788,360089,69073,273263,346749,443344,410583
1260540,188778,405078,260587,411383,74473,170216,184214,10650,132757,169007,75128,86049,258241,411267,465146,172598,4336,55702,353684,436034
1260675,43838,151305,149735,308817,1267,98000,19476,78862,144365,144988,222417,285563,287184,293865,306948,311433,428000,429115,437367,440662
1260896,305671,82256,374348,77874,461083,51997,53022,67630,79946,112563,134362,174785,182213,201250,226520,234205,241845,242328,247072,296537
1260965,393606,52704,433613,95467,221987,367982,280148,466350,117156,99604,266910,20017,139719,422810,419761,225727,272969,56323,382751,65485
1261057,384302,219512,301843,19752,206880,110529,89688,455240,420162,48291,162652,432779,91105,260093,402403,2980,34127,56505,303564,348839
1261067,303828,118551,125318,133647,869,185246,162528,58638,432478,254418,454422,432925,432992,89044,303715,314073,438322,330090,203462,10935
1261275,299677,367102,200425,244252,301344,105108,46019,52713,54942,79717,121856,134078,144247,153404,155277,160300,186916,193224,227608,233995
1261483,295537,166050,316779,389586,166909,170821,227083,146227,335218,368060,45281,101926,212660,3523,426779,74831,133425,401285,136778,250015
1261626,194241,91566,382145,189718,391740,179383,368360,458329,383409,75555,87838,311932,107367,465511,339517,15943,140009,154720,183861,183974
1261635,177166,389015,386697,69058,303973,317883,330352,347307,354541,76747,92415,165902,179219,331580,405407,437944,224833,39228,217884,375702
1261964,190984,386114,340235,19926,316243,58822,62697,108211,133407,171699,227306,274454,320651,357398,370351,402564,429715,335548,34997,71532
1262258,325006,441557,388038,313193,199363,84066,391383,57723,416325,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512
1262465,181492,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
1262589,280571,48703,276397,367690,146471,183033,357844,236302,4115,20463,27340,42925,44297,44299,48352,55820,57551,61712,71398,96075
1262738,29684,240948,26766,210669,155625,261463,376358,141876,368263,65438,228008,419603,6023,29828,243661,204410,388384,383221,151468,257501
1262771,269430,340027,21547,36035,37972,71670,82010,88501,110653,111070,147344,198340,255338,259235,273816,275217,312893,335665,346171,360675
1263007,34831,225844,137887,238221,343190,44402,51257,388821,200822,248703,62862,87402,259141,140360,211873,225706,324704,343842,346216,378561
1263300,8523,254423,373066,261269,94459,201389,336314,75510,406727,10935,12752,14656,19476,41518,46178,50508,51822,62077,62390,63338
1263602,352258,356517,417578,22161,465996,194151,117645,353334,5985,98341,451804,302504,277390,290033,229382,183246,78155,420162,267232,108220
1263631,378287,85510,148025,48892,364131,401523,228066,104752,138136,21747,33719,320620,400859,186244,197862,88951,438264,70790,376365,338401
1263731,46109,291921,409492,10935,14656,62077,63338,86297,89821,93595,98990,108765,120832,121304,151282,154722,160054,186780,192178,209149
1263884,11058,401139,165966,100751,285108,44973,111468,227187,314224,315379,90151,284921,289052,341344,394256,181353,29212,33433,186304,193016
1264070,401520,398012,440144,55515,83122,390104,63044,258409,228325,229,74016,357762,37402,80202,209661,267696,292099,55343,403970,376231
1264130,340835,100327,132109,176730,329468,355859,451986,38430,41191,52876,71816,91592,139340,150976,200345,204844,228675,240657,255575,255840
1264132,85198,398666,166358,108442,273512,299686,301119,352532,362087,393774,302195,38813,51005,55350,164143,177010,265521,278539,285747,156004
